id,kShortName,kDemangledName,ground_truth,duration,overlap_ratio,slowdown,ID,Kernel Name,Compute throughput,SM,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
240,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,3094869,3094901,0.0,0.0,239,ampere_sgemm_128x32_tn,88.68,108,80.07,2.21,45.65,50.0,0.18,97.49
241,ampere_sgemm_128x32_sliced1x4_nt,ampere_sgemm_128x32_sliced1x4_nt,2797168,2219749,0.0,0.0,240,ampere_sgemm_128x32_sliced1x4_nt,98.08,108,40.39,4.94,12.5,12.5,0.0,84.35
242,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",102690,71585,0.0,0.0,241,reduce_kernel,11.77,108,51.9,51.9,55.85,62.5,6.37,19.63
243,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3968,2560,0.0,0.0,242,vectorized_elementwise_kernel,0.04,108,0.59,0.17,6.18,100.0,0.0,85.62
244,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",13505,8832,0.0,0.0,243,vectorized_elementwise_kernel,6.4,108,39.31,32.79,67.87,100.0,0.0,51.89
245,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",65249,57570,0.04392912975508077,-2.679033890558164,244,layer_norm_grad_input_kernel_vectorized,37.69,108,64.95,64.95,65.04,75.0,44.52,53.7
246,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",99617,489256,1.0,3.911370549203449,245,GammaBetaBackwardCUDAKernel_32x32,11.79,108,37.98,37.98,49.91,100.0,0.09,18.77
247,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",53985,68001,1.0,0.2596276743539872,246,vectorized_elementwise_kernel,6.43,108,71.05,71.05,87.86,100.0,29.17,41.06
248,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4512,22048,1.0,3.886524822695035,247,vectorized_elementwise_kernel,0.02,108,0.41,0.08,6.19,100.0,0.0,92.55
249,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4320,6144,1.0,0.4222222222222222,248,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.2,100.0,0.0,91.82
250,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",42912,44929,1.0,0.04700316927665921,249,vectorized_elementwise_kernel,14.89,108,68.06,68.06,84.89,100.0,0.0,54.38
251,ampere_sgemm_128x64_tn,ampere_sgemm_128x64_tn,3817538,2295655,0.01087314949328187,-36.66422741084835,250,ampere_sgemm_128x64_tn,95.85,108,48.15,2.06,23.96,25.0,0.36,98.6
252,ampere_sgemm_128x128_nt,ampere_sgemm_128x128_nt,3722816,2236742,0.0,0.0,251,ampere_sgemm_128x128_nt,98.48,108,31.89,3.97,23.45,25.0,0.04,78.25
253,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",52481,37185,0.0,0.0,252,reduce_kernel,9.41,108,32.1,32.1,41.41,62.5,8.3,7.02
254,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4480,2656,0.0,0.0,253,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.07,100.0,0.0,89.67
255,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",16000,11136,0.0,0.0,254,vectorized_elementwise_kernel,7.08,108,44.06,36.99,73.55,100.0,0.0,51.74
256,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",215332,219940,0.03768300445576066,0.5678823548903239,255,vectorized_elementwise_kernel,6.4,108,86.78,86.78,92.4,100.0,0.0,49.14
257,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",221252,455176,1.0,1.057274058539584,256,vectorized_elementwise_kernel,6.46,108,87.21,87.21,91.97,100.0,0.0,48.76
258,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",221572,252292,1.0,0.1386456772516383,257,vectorized_elementwise_kernel,7.86,108,87.31,87.31,91.86,100.0,0.0,48.76
259,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",147267,173155,1.0,0.1757895523097503,258,vectorized_elementwise_kernel,8.51,108,84.1,84.1,89.38,100.0,0.0,61.73
260,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",149602,151075,1.0,0.00984612505180412,259,vectorized_elementwise_kernel,8.57,108,84.58,84.58,88.6,100.0,0.0,61.54
261,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",150243,154274,1.0,0.02682986894564139,260,vectorized_elementwise_kernel,8.5,108,83.38,83.38,88.41,100.0,0.0,61.61
262,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",149954,148291,0.0,0.0,261,vectorized_elementwise_kernel,8.56,108,84.3,84.3,89.37,100.0,0.0,61.5
263,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",223844,225379,0.0,0.0,262,vectorized_elementwise_kernel,6.44,108,86.88,86.88,92.52,100.0,0.0,48.68
264,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",218788,221764,0.0,0.0,263,vectorized_elementwise_kernel,6.43,108,86.41,86.41,92.29,100.0,27.36,44.25
265,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",150114,147363,0.0,0.0,264,vectorized_elementwise_kernel,8.55,108,84.2,84.2,88.63,100.0,0.0,61.87
266,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",221445,227076,0.0,0.0,265,vectorized_elementwise_kernel,6.46,108,85.97,85.97,92.37,100.0,27.53,44.28
267,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,3845409,2543115,0.0,0.0,266,ampere_sgemm_128x32_tn,89.09,108,80.33,2.38,45.64,50.0,0.13,96.87
268,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,2439434,2441289,0.0,0.0,267,ampere_sgemm_64x32_sliced1x4_nt,92.92,108,52.98,6.38,23.88,25.0,0.08,82.75
269,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",86658,86401,0.0,0.0,268,reduce_kernel,11.59,108,58.44,58.44,57.92,62.5,4.89,20.81
270,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2592,2561,0.0,0.0,269,vectorized_elementwise_kernel,0.04,108,0.6,0.21,6.15,100.0,0.0,81.27
271,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",10624,10368,0.0,0.0,270,vectorized_elementwise_kernel,7.06,108,43.96,36.89,73.41,100.0,0.0,51.66
272,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",58593,62241,0.09202936970807024,0.6765231265351258,271,layer_norm_grad_input_kernel_vectorized,37.32,108,64.87,64.87,65.1,75.0,44.67,54.52
273,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",72418,543433,1.0,6.50411499903339,272,GammaBetaBackwardCUDAKernel_32x32,11.99,108,38.26,38.26,49.91,100.0,0.09,18.57
274,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",43616,86210,1.0,0.9765682318415261,273,vectorized_elementwise_kernel,6.38,108,72.24,72.24,87.79,100.0,29.27,40.58
275,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3232,95073,1.0,28.41615099009901,274,vectorized_elementwise_kernel,0.02,108,0.43,0.08,6.2,100.0,0.0,89.64
276,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2976,43713,1.0,13.68850806451613,275,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.21,100.0,0.0,87.02
277,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",41569,47393,1.0,0.1401044047246746,276,vectorized_elementwise_kernel,15.04,108,68.43,68.43,85.16,100.0,0.0,54.5
278,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,647275,647275,0.05403576532385771,0.0,277,ampere_sgemm_128x32_tn,87.64,108,80.09,2.46,45.64,50.0,0.53,97.4
279,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,704620,703692,0.0,0.0,278,ampere_sgemm_64x32_sliced1x4_nt,82.03,108,46.75,6.0,20.85,25.0,0.09,81.44
280,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",29856,31424,0.0,0.0,279,reduce_kernel,9.45,108,32.1,32.1,41.53,62.5,8.26,7.03
281,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2880,2752,0.0,0.0,280,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.21,100.0,0.0,89.14
282,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4768,4801,0.0,0.0,281,vectorized_elementwise_kernel,4.05,108,22.68,18.28,42.72,100.0,0.0,54.13
283,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",47841,48288,0.05036447978793903,0.1855166621011047,282,vectorized_elementwise_kernel,6.38,108,75.15,75.15,87.83,100.0,0.0,45.89
284,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",46657,114146,1.0,1.446492487729601,283,reduce_kernel,75.83,108,23.98,23.98,90.17,100.0,10.44,9.05
285,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4576,7328,1.0,0.6013986013986014,284,elementwise_kernel,6.08,108,12.26,3.24,20.32,100.0,0.0,86.92
286,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",42785,42753,1.0,-0.0007479256748860581,285,vectorized_elementwise_kernel,14.21,108,24.18,4.41,9.1,100.0,0.0,100.41
287,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1270165,1271734,0.3097054887264161,0.003988539524358088,286,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.81,108,30.02,11.79,12.13,12.5,16.84,82.04
288,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",110915,110914,0.0,0.0,287,CatArrayBatchedCopy_aligned16_contig,57.6,108,74.4,74.4,90.77,100.0,60.0,63.04
289,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1916737,1916832,0.0,0.0,288,ampere_sgemm_128x32_tn,88.68,108,80.06,2.21,45.65,50.0,0.18,97.25
290,ampere_sgemm_128x32_sliced1x4_nt,ampere_sgemm_128x32_sliced1x4_nt,1726173,1727709,0.0,0.0,289,ampere_sgemm_128x32_sliced1x4_nt,98.05,108,40.38,4.94,12.5,12.5,0.0,84.7
291,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",72225,71266,0.0,0.0,290,reduce_kernel,11.8,108,51.81,51.81,55.11,62.5,6.37,19.62
292,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2592,2592,0.0,0.0,291,vectorized_elementwise_kernel,0.04,108,0.57,0.17,6.16,100.0,0.0,86.0
293,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",8704,8544,0.0,0.0,292,vectorized_elementwise_kernel,6.05,108,39.17,32.67,66.64,100.0,0.0,51.92
294,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",56737,60385,0.09326819574397616,0.6893739775391078,293,layer_norm_grad_input_kernel_vectorized,37.42,108,65.36,65.36,64.94,75.0,44.09,55.24
295,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",72577,506024,1.0,5.972236383427257,294,GammaBetaBackwardCUDAKernel_32x32,12.02,108,38.13,38.13,49.91,100.0,0.09,18.95
296,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",43777,81666,1.0,0.8655001484797953,295,vectorized_elementwise_kernel,6.45,108,72.62,72.62,88.04,100.0,28.56,40.45
297,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3136,6560,1.0,1.091836734693878,296,vectorized_elementwise_kernel,0.02,108,0.4,0.08,6.18,100.0,0.0,90.84
298,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2880,6592,1.0,1.288888888888889,297,vectorized_elementwise_kernel,0.02,108,0.44,0.08,6.19,100.0,0.0,89.9
299,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",41121,45377,1.0,0.1034994285158435,298,vectorized_elementwise_kernel,15.51,108,68.18,68.18,85.11,100.0,0.0,54.7
